path,split,class,class_es,size_bytes
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f21dbfc9-1b65-4407-808b-55685784bd19___GCREC_Bact.Sp 3138.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12535
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fae0f0ee-3a9a-403f-b95f-97caa0efaabd___GCREC_Bact.Sp 5615.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11405
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ba2bdb7a-35c7-4842-a8e0-af3eac603cad___GCREC_Bact.Sp 6034.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14664
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cfe7ebae-8e0f-4b12-8aae-d76fd249b2c4___GCREC_Bact.Sp 6342.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14679
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f5142872-5e4b-4038-b4fd-b38c4097e5aa___GCREC_Bact.Sp 5679.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13521
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bfd9caac-aa4c-4be2-91be-23f2ee32da9f___GCREC_Bact.Sp 5776.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13719
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c6b57820-5c54-4ee1-841c-07222804c1b7___GCREC_Bact.Sp 6383.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15207
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c6492dd1-0d2e-4d57-85cc-3544734a8125___UF.GRC_BS_Lab Leaf 8646.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10108
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f834fa07-fd63-4ff6-8a17-e13c02ac4878___GCREC_Bact.Sp 5693.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13502
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/60260c16-a166-450d-a946-e2a76e617352___UF.GRC_BS_Lab Leaf 8846.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9553
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c2d782db-6a77-4ab8-bd0a-c0ca6c2bec7e___GCREC_Bact.Sp 3263.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12845
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0b37769a-a451-4507-a236-f46348e3a9ac___GCREC_Bact.Sp 3265.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13454
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f968f18e-bc41-40bd-b838-f535be8afb93___GCREC_Bact.Sp 5744.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12112
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e6ec0aa5-a195-4606-a539-cf7c13f62727___GCREC_Bact.Sp 3828.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16500
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d5c25507-51c8-4565-9c4f-2e991cf83721___GCREC_Bact.Sp 6112.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13645
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c8393f84-d1e1-4165-ae4e-eaa196db9523___GCREC_Bact.Sp 3404.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13329
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ff07f986-68db-49c2-9664-d154c2606228___UF.GRC_BS_Lab Leaf 0254.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10268
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a9081e18-5a97-428a-af5d-6788d430d152___GCREC_Bact.Sp 3347.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13610
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ef79c0ac-b8c5-437b-8d10-971f819b4ab8___GCREC_Bact.Sp 6084.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13845
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c838ca76-4670-44ef-b936-2eb00e249f52___GCREC_Bact.Sp 6370.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13828
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f3febe3a-8dfb-442c-a227-8c77d63e7252___GCREC_Bact.Sp 5823.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13104
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/01375198-62af-4c40-bddf-f3c11107200b___GCREC_Bact.Sp 5914.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13838
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d707ecc4-8ccf-4373-8d0f-ccf4a5f9fa2d___UF.GRC_BS_Lab Leaf 9171.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10956
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b9d57ea9-6651-4a64-a6ec-6551ac190d5c___GCREC_Bact.Sp 3078.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12688
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/feff1503-fc62-4ea6-ac5b-e8b7448ad5e4___GCREC_Bact.Sp 3203.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14341
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/1fbc778e-9d12-4813-bba5-75a7275ab525___GCREC_Bact.Sp 5983.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14269
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d504f56f-b000-438e-a81a-e95870d70bb0___GCREC_Bact.Sp 5668.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11829
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c3611ed0-7bb3-47cd-bfac-86cd6f44b5ef___UF.GRC_BS_Lab Leaf 0979.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12541
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/88608ab3-6f80-4b0c-988d-038a3094d972___UF.GRC_BS_Lab Leaf 9179.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11861
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/86675a78-d635-447c-85c8-33c683d24092___GCREC_Bact.Sp 6058.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14199
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a39109dc-8814-4066-af60-a3f986609122___GCREC_Bact.Sp 3857.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13529
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d42b50b2-4178-4b79-8d97-309587703ae0___GCREC_Bact.Sp 5756.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12820
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fc6a1ebf-65e5-45f1-be33-1f2bd3dc4d71___GCREC_Bact.Sp 3511.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13065
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a64426cf-07b4-492c-b1fa-e7368a8f0cb8___GCREC_Bact.Sp 5601.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13097
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e895970c-cab7-4175-b8c1-4b62320dbbb5___GCREC_Bact.Sp 6108.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14878
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a68c88e9-a6a5-4ecd-8b88-08ab127da393___GCREC_Bact.Sp 6156.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13968
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/5317478a-63d0-4ba5-a23d-983e9bbf2635___GCREC_Bact.Sp 6369.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15867
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ed72f0b8-cd69-41fd-99a8-ae792c6fa16f___GCREC_Bact.Sp 3186.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9439
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/5532512c-66c7-4abf-b192-741b104c39bc___GCREC_Bact.Sp 3542.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14598
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cd4a85cb-1944-44e9-82f7-78f1365a46e0___GCREC_Bact.Sp 5817.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13493
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0b13b997-9957-4029-b2a4-ef4a046eb088___UF.GRC_BS_Lab Leaf 0595.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11677
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/070228e2-ba4e-4de8-813b-074e51ed6f5a___UF.GRC_BS_Lab Leaf 0661.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10393
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a7c50117-d297-469d-8a1c-6ec7a5a6f2df___GCREC_Bact.Sp 5769.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13401
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e4e708ea-e69e-4e5c-9e52-1f21407f7568___GCREC_Bact.Sp 3813.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14483
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ee21b0ab-9f7c-4d95-99db-5d53dcfd5c1b___GCREC_Bact.Sp 3770.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12765
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d43111af-cbb9-47ee-be8e-9ce663146371___GCREC_Bact.Sp 6264.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14603
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/162156e8-724a-48d9-8a19-904937f9dc03___GCREC_Bact.Sp 3472.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16373
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d065c274-53bd-4caf-ab79-ad2a454b1442___UF.GRC_BS_Lab Leaf 9245.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12448
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b5839236-fbe9-4b0d-b80e-9956f2018d64___UF.GRC_BS_Lab Leaf 0471.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11694
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f35d15fe-0e89-45a0-b2c2-81bbc6173915___GCREC_Bact.Sp 3766.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14453
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f3bbf9c8-06fd-4f1e-930a-f576c0fbc06d___GCREC_Bact.Sp 3717.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13429
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b3c9f756-9328-46de-989b-a75859b40027___GCREC_Bact.Sp 3403.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14106
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a1f6fda4-d03d-493d-b4f4-14098f1e2c57___UF.GRC_BS_Lab Leaf 1114.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11308
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/dfc06cd2-243e-4704-ba23-a23a4ed02ca3___UF.GRC_BS_Lab Leaf 1035.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12576
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f04fd2e9-8aef-423f-8c47-42e179092bad___GCREC_Bact.Sp 3679.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15694
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/46638af1-9027-42c5-a5c0-03d6b684f975___UF.GRC_BS_Lab Leaf 0217.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,8863
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/89574ff7-f883-44a9-85c4-e9fc2cf16033___GCREC_Bact.Sp 6079.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10358
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a7059350-86ef-4cc0-935d-c9cb678380cd___GCREC_Bact.Sp 6392.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11047
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/172458d3-8e11-4e75-9f39-d7e96e885108___GCREC_Bact.Sp 3071.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12076
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a75edffc-d484-41ea-adb2-8808748a53db___GCREC_Bact.Sp 5608.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13781
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b921c832-358f-4a39-9e62-486d947aae2b___GCREC_Bact.Sp 5888.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11469
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/1bddab06-9fb8-4727-8ea8-98e02a2fb178___GCREC_Bact.Sp 3237.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13422
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/93725854-5d37-48e9-872d-64c38f0462b1___UF.GRC_BS_Lab Leaf 0940.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12272
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/86561a43-33f2-4e52-bd0f-a6ed767feef6___GCREC_Bact.Sp 6255.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14031
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d00cf182-48a5-49c6-a092-a3e0044c0d05___GCREC_Bact.Sp 3001.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14769
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e0a6cc6b-56d6-45a3-a34a-5b484212712c___UF.GRC_BS_Lab Leaf 0255.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9292
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f1f7f16d-7794-4ac9-9962-32a5320d38fd___GCREC_Bact.Sp 6234.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12228
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f15cec7f-fe4f-4837-a3f0-1ec2bceaa10d___UF.GRC_BS_Lab Leaf 0226.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,10395
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b760ae3c-bca5-48e1-bce3-a03e515dea88___GCREC_Bact.Sp 3322.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13823
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bf25e8b0-1397-4fe7-ab01-655c01abdcfb___GCREC_Bact.Sp 3261.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13512
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13583
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e14b7ae8-96ff-47e0-8b35-aa7203dc49d5___GCREC_Bact.Sp 3020.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12980
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e98fdfc0-1871-4b7d-b32a-35731e973289___GCREC_Bact.Sp 5834.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13872
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f82504ab-2205-4b5e-968f-225eff5b22fb___GCREC_Bact.Sp 3705.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12010
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b9d33a88-ed9a-4e64-a83e-b3deff976155___GCREC_Bact.Sp 3059.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14323
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d36baaa6-29eb-4bc6-8f05-252fdceee6fc___UF.GRC_BS_Lab Leaf 0353.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,6931
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0f3160b6-4cd4-486f-b0cf-269e406c41b5___GCREC_Bact.Sp 3522.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15468
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ff33b13d-9611-4c3e-bec9-a628055932b9___GCREC_Bact.Sp 3309.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15170
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c532396b-5641-4fd3-8c91-a0af394b8b93___GCREC_Bact.Sp 6169.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14230
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d5c1bacf-5e76-4332-bdd4-bf18eb7ea58e___UF.GRC_BS_Lab Leaf 8633.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9544
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/526959cc-f05a-46fb-8625-ed60fdac30cd___GCREC_Bact.Sp 3032.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12146
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e18a4fc4-f116-4eef-8cca-d62a2798ac8d___GCREC_Bact.Sp 3743.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15723
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f3ba91af-7c1d-48a6-806b-1ea9235dc39d___UF.GRC_BS_Lab Leaf 8794.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9940
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d449e255-119a-44cb-844a-f187518e0fc2___GCREC_Bact.Sp 5701.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12996
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/e87962ec-4dae-4c6c-8233-620e40acf137___GCREC_Bact.Sp 3160.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12469
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cc816dda-efb9-451b-aaa5-0b893c2cdb15___GCREC_Bact.Sp 3354.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14535
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/da1c5c94-2f61-4f4e-b773-f7e421d46b34___GCREC_Bact.Sp 3752.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/39585b95-2167-4dac-9993-f75aac8d38bc___GCREC_Bact.Sp 3538.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14140
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12755
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b6fe0228-c22c-49fb-aac4-496507eb445f___UF.GRC_BS_Lab Leaf 0688.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11630
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bba175d5-0107-4ea9-b485-00d169678afd___GCREC_Bact.Sp 6380.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13476
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/eff1524b-0ce8-40b6-8d87-d30fb1beb80d___GCREC_Bact.Sp 5836.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12226
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0e3ded7b-0b9e-4c11-9db7-38eba7e0bdb2___GCREC_Bact.Sp 3598.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13436
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d6f28d37-30ea-4b05-997b-88c5b4c62856___GCREC_Bact.Sp 6297.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11254
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ae59ca2a-8b8f-490e-af40-a2a1e1963126___GCREC_Bact.Sp 6116.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13279
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cefc70ed-e035-44fb-afaf-32401833a800___GCREC_Bact.Sp 3583.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12518
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/f5d9fa8d-af44-4362-9134-190479bbe522___GCREC_Bact.Sp 3610.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15627
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ceecc090-5ec1-4a73-b628-7d8bcfc55f45___GCREC_Bact.Sp 6354.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,16406
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/61790c83-fbef-4c55-8a47-bfef01b30fa0___UF.GRC_BS_Lab Leaf 8906.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11258
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c1d96cfa-8e15-4f99-a142-f908514baabb___GCREC_Bact.Sp 6096.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13344
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b658ae6e-bdd0-4e49-8709-aa6afcb95c22___GCREC_Bact.Sp 5864.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12321
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fd98f535-7c9d-497c-8d77-3f12d0dc85bb___GCREC_Bact.Sp 3243.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14208
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/0ad66523-0fca-464d-a6e9-ca2d629e8058___GCREC_Bact.Sp 5945.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11759
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/acd63ad6-8420-495d-8a3b-961fc5c98052___GCREC_Bact.Sp 2994.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,11384
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/4850260f-50f5-4f6a-a0ab-1b5b744bdd13___GCREC_Bact.Sp 3346.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9260
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a23ea57b-2216-4d91-a89f-aa5312d0f24c___GCREC_Bact.Sp 3567.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,17389
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d3fddfab-b65c-43e2-bceb-e72ce73f33eb___GCREC_Bact.Sp 3810.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13408
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cd14eb9f-28be-44fb-8687-a7469f5a88b8___GCREC_Bact.Sp 5740.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15085
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d00c45d9-7b1d-478e-93bb-5d5e13ecf14a___GCREC_Bact.Sp 5812.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12677
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/d09eb669-4a51-4122-a87c-94dc03324c87___UF.GRC_BS_Lab Leaf 0931.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14050
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/cb4644f6-9f79-4cad-96e8-08da62d43550___GCREC_Bact.Sp 5732.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14828
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bc185bd9-5335-4fd5-b426-8c30b56feda3___UF.GRC_BS_Lab Leaf 8782.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,9686
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/b26ccea5-3d59-45ad-9957-983c2547d915___GCREC_Bact.Sp 6131.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14310
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/39397863-767f-4187-b580-f4fb2279dfe6___GCREC_Bact.Sp 3687.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14921
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/eaf64b81-ac2a-4c85-8c15-da1986a12b7a___GCREC_Bact.Sp 3683.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14269
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c4bc02dc-f1bd-43a5-8236-02f6faa88ab8___GCREC_Bact.Sp 3298.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,12603
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/c5211a23-cfcd-4a83-9f1f-9b02d9341fc5___GCREC_Bact.Sp 3578.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13102
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/fd7e07cc-7fdf-4203-be7c-8ff2e323e71d___GCREC_Bact.Sp 3533.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13616
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/bd5b5a19-a9b0-4572-9920-8ed728c15804___GCREC_Bact.Sp 3653.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,17383
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/a0be793f-3831-4101-9142-69986edb313e___UF.GRC_BS_Lab Leaf 0801.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,13533
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/ea5724f3-d1ff-4a32-b679-b08bdfc9b997___GCREC_Bact.Sp 3662.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,15527
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Bacterial_spot/eaea12c1-998c-4853-ba5e-95c8cb08c4b9___GCREC_Bact.Sp 3324.JPG,train,Tomato___Bacterial_spot,Mancha bacteriana,14392
