path,split,class,class_es,size_bytes,sharpness,mean_hue,mean_saturation
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/32e59188-5c46-4369-8991-5acfa253263b___RS_Erly.B 7781.JPG,train,Tomato___Early_blight,Tizón temprano,19772,8100.435963542899,103.91131591796875,61.59962463378906
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/752de1b6-d4be-4741-9812-3681c6bd4b40___RS_Erly.B 8308.JPG,train,Tomato___Early_blight,Tizón temprano,17846,5128.768022056669,51.379547119140625,67.80577087402344
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/579c6b36-c17e-4510-a1ba-31cabbb0951f___RS_Erly.B 7517.JPG,train,Tomato___Early_blight,Tizón temprano,14406,1367.7237249463797,83.92373657226562,75.65023803710938
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/420da335-510d-4e55-ac9c-2cad3530ad68___RS_Erly.B 8442.JPG,train,Tomato___Early_blight,Tizón temprano,20088,6180.6886902740225,21.488906860351562,85.90971374511719
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455.JPG,train,Tomato___Early_blight,Tizón temprano,12076,641.2192189039197,105.67727661132812,49.32513427734375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/74b3c6cf-a35b-481b-aa22-7483a52bff76___RS_Erly.B 7792.JPG,train,Tomato___Early_blight,Tizón temprano,17680,5074.855925637996,103.85040283203125,57.95500183105469
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/e9adf635-754d-4bc3-af3d-4b3e1bd81812___RS_Erly.B 9438.JPG,train,Tomato___Early_blight,Tizón temprano,12877,1437.2441768066492,98.14280700683594,36.903778076171875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/84e8f373-1499-4e1e-afcc-ca5ec48d661c___RS_Erly.B 6440.JPG,train,Tomato___Early_blight,Tizón temprano,14393,1449.9248129779007,84.6204833984375,56.67779541015625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/62ce29f9-81ea-4616-8562-22a5830b3286___RS_Erly.B 7436.JPG,train,Tomato___Early_blight,Tizón temprano,12038,636.3223261823878,109.73910522460938,47.946533203125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/5870b25f-914c-4dae-aaf5-88d48cb90803___RS_Erly.B 7774.JPG,train,Tomato___Early_blight,Tizón temprano,22329,9789.26118006534,122.17691040039062,52.19964599609375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/eccf8abf-a178-464f-ba55-1d203f5f8a47___RS_Erly.B 6395.JPG,train,Tomato___Early_blight,Tizón temprano,13229,1352.545430319151,63.816558837890625,57.848358154296875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/05fab431-cc13-4d6d-b4e1-912e0059c7c1___RS_Erly.B 8349.JPG,train,Tomato___Early_blight,Tizón temprano,17307,3646.8885847793426,40.66133117675781,103.739990234375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_bfbf7eb4-8a12-4595-96f7-dcec497d3917___RS_Erly.B 7682.JPG_e4a2715c-b39e-4f39-8ad5-b428edfe2e84.JPG,train,Tomato___Early_blight,Tizón temprano,15198,3883.4963672456797,102.41847229003906,46.25453186035156
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/bc894aa4-76ca-427e-a964-e86236fc0217___RS_Erly.B 7526.JPG,train,Tomato___Early_blight,Tizón temprano,13936,1154.5483542361762,79.56100463867188,53.10917663574219
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/90c69e4c-c526-4f72-b0b0-4127fc6acb0a___RS_Erly.B 7782.JPG,train,Tomato___Early_blight,Tizón temprano,21055,8496.93077998585,130.39840698242188,54.180938720703125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_f9095543-43a8-4dac-8d06-041203fa5af5___RS_Erly.B 6435.JPG_dfab9f73-cc45-41e8-9c82-d370683be275.JPG,train,Tomato___Early_blight,Tizón temprano,11926,668.3635509049054,79.0653076171875,50.85569763183594
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/0fbc786c-62a7-44f3-8db8-2649809bf1aa___RS_Erly.B 9514.JPG,train,Tomato___Early_blight,Tizón temprano,12762,897.0750678842887,78.73324584960938,67.34414672851562
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_51764eb9-fb8b-4c8a-9c30-3b474d659751___RS_Erly.B 7529.JPG_3eb8cd2a-0c27-46e8-8e95-866fb0856335.JPG,train,Tomato___Early_blight,Tizón temprano,16013,2753.4979149242863,106.87171936035156,45.16004943847656
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/dc5fc62b-20c7-441b-bd70-aa24790302eb___RS_Erly.B 9510.JPG,train,Tomato___Early_blight,Tizón temprano,17383,4636.817442625528,32.180084228515625,64.48408508300781
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796.JPG,train,Tomato___Early_blight,Tizón temprano,18236,5422.470689162612,102.7017822265625,48.357025146484375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/243a77c6-b401-43c4-9230-68b4b11f3b83___RS_Erly.B 7754.JPG,train,Tomato___Early_blight,Tizón temprano,22499,9641.77191094216,113.11088562011719,72.3837890625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/8e4238dc-b4fd-46d0-8892-965e64dad7ab___RS_Erly.B 9404.JPG,train,Tomato___Early_blight,Tizón temprano,14158,2582.4001849645283,70.24522399902344,46.195068359375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/5adb20df-006b-4a5d-a1c4-c8284eee9e20___RS_Erly.B 9484.JPG,train,Tomato___Early_blight,Tizón temprano,19840,6521.677719136467,51.67034912109375,56.547027587890625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/70ef7eee-0584-44fc-9c5d-95b504554266___RS_Erly.B 7709.JPG,train,Tomato___Early_blight,Tizón temprano,16153,4700.915863493225,108.40626525878906,59.884368896484375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/0e03c87e-b43f-4cfe-a837-71306c68f4c0___RS_Erly.B 7733.JPG,train,Tomato___Early_blight,Tizón temprano,16618,4172.378447279334,107.62734985351562,41.85345458984375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/0f065614-a53a-4c83-9d29-5d3e4ab5b41d___RS_Erly.B 7676.JPG,train,Tomato___Early_blight,Tizón temprano,14753,1798.304985191673,69.67591857910156,74.70965576171875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/fbc07887-0306-4f85-9de9-ebb68a87753a___RS_Erly.B 7456.JPG,train,Tomato___Early_blight,Tizón temprano,16900,2533.717882540077,81.302978515625,59.379669189453125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/a725f34d-c57c-4189-9ec8-6aeec7fb6a78___RS_Erly.B 6452.JPG,train,Tomato___Early_blight,Tizón temprano,14316,1928.507558109006,73.82740783691406,57.05082702636719
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/0621aab4-b9fd-4012-b0a6-ba72e63cd87d___RS_Erly.B 8220.JPG,train,Tomato___Early_blight,Tizón temprano,17218,5222.255801532185,43.35731506347656,73.8868408203125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/a00845f3-9a14-474b-967c-82b7ea7b314f___RS_Erly.B 7550.JPG,train,Tomato___Early_blight,Tizón temprano,12735,1219.8213471770287,94.21235656738281,57.38531494140625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/df86b9f1-3871-4139-be7d-928bd3e6d642___RS_Erly.B 7497.JPG,train,Tomato___Early_blight,Tizón temprano,12988,1394.5684361420572,81.90098571777344,63.694488525390625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_5390d8c0-5781-47cf-8d0a-482e000a01f3___RS_Erly.B 7400.JPG_aa8a6107-2977-4a3d-ac08-cc9aa2448804.JPG,train,Tomato___Early_blight,Tizón temprano,16437,3246.3524685835,113.68452453613281,55.27174377441406
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/77bd1b85-eaed-41f8-97b0-d6e91b6f953d___RS_Erly.B 8212.JPG,train,Tomato___Early_blight,Tizón temprano,16839,3536.1653820239007,34.57777404785156,55.81495666503906
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/b165d0d3-726d-4913-8b92-3f14e1b99410___RS_Erly.B 6377.JPG,train,Tomato___Early_blight,Tizón temprano,11568,446.621382949641,68.41242980957031,68.76449584960938
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/535c3c4f-c082-4dd7-a98b-2e16cb377d89___RS_Erly.B 7770.JPG,train,Tomato___Early_blight,Tizón temprano,21818,7592.059840610018,103.74923706054688,71.37593078613281
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/2998c7f2-9f4f-4734-aa39-403dd7211869___RS_Erly.B 7528.JPG,train,Tomato___Early_blight,Tizón temprano,10574,371.4915595592465,86.64735412597656,47.64892578125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,train,Tomato___Early_blight,Tizón temprano,18799,6210.908092465252,35.667266845703125,66.57070922851562
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/7de91b8f-80f1-41bc-af89-2cf58a89276b___RS_Erly.B 7805.JPG,train,Tomato___Early_blight,Tizón temprano,16908,5798.671918552136,115.91433715820312,50.36045837402344
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_62ce29f9-81ea-4616-8562-22a5830b3286___RS_Erly.B 7436.JPG_14948a01-8e0b-4583-bc36-218dc332f22c.JPG,train,Tomato___Early_blight,Tizón temprano,12086,777.151939822128,109.71792602539062,48.03236389160156
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/7b2a8123-3905-48d9-be99-b5e749b5ba45___RS_Erly.B 6472.JPG,train,Tomato___Early_blight,Tizón temprano,13737,1021.4117171128746,62.477203369140625,81.37782287597656
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/f64da90c-b9ca-4453-896f-4cd9e358c24a___RS_Erly.B 8223.JPG,train,Tomato___Early_blight,Tizón temprano,16735,4791.889507233864,51.88116455078125,77.39823913574219
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/546af1f7-3d4f-4024-88b1-f981fea7f2dd___RS_Erly.B 9455.JPG,train,Tomato___Early_blight,Tizón temprano,16796,3821.2678846409544,43.18434143066406,70.08973693847656
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/dbbc206a-90ab-4b29-abe0-5613028278be___RS_Erly.B 8409.JPG,train,Tomato___Early_blight,Tizón temprano,18015,5023.8949221035,55.253326416015625,73.85055541992188
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/c5ab9d87-f1bf-4fce-8133-c80ac2d52dd5___RS_Erly.B 7849.JPG,train,Tomato___Early_blight,Tizón temprano,24176,13330.328778462252,132.28945922851562,57.479034423828125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/7e236dc3-40e2-4ff9-8356-4fb7a3fcc0ff___RS_Erly.B 6426.JPG,train,Tomato___Early_blight,Tizón temprano,12477,773.9514944618568,78.50607299804688,70.72357177734375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/f7065117-14b1-44f1-b9ec-953b61fd3368___RS_Erly.B 9544.JPG,train,Tomato___Early_blight,Tizón temprano,12293,724.3045622967184,100.76104736328125,49.84812927246094
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/dc4e5770-ed70-4ff3-b61d-a6296faae7e1___RS_Erly.B 7568.JPG,train,Tomato___Early_blight,Tizón temprano,10618,571.063243051758,72.5565185546875,81.11770629882812
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/c66ca8bd-a004-4efb-a66c-3be5168aaaca___RS_Erly.B 7826.JPG,train,Tomato___Early_blight,Tizón temprano,17380,4584.381992301904,104.61836242675781,52.12376403808594
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605.JPG,train,Tomato___Early_blight,Tizón temprano,11352,1176.2612746411469,96.71902465820312,46.20942687988281
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/1cebc4a1-5fb6-4168-8e18-e2973ef6d18f___RS_Erly.B 9552.JPG,train,Tomato___Early_blight,Tizón temprano,14064,1835.968150041066,78.86772155761719,64.36872863769531
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/dfd261ab-30ad-456c-93b3-874a4ebaeaaf___RS_Erly.B 8451.JPG,train,Tomato___Early_blight,Tizón temprano,18528,5081.781784057617,32.923797607421875,109.47238159179688
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/4490b039-427d-414c-836d-a1fda6c1ad49___RS_Erly.B 8369.JPG,train,Tomato___Early_blight,Tizón temprano,16902,4570.022925376892,31.381500244140625,74.32893371582031
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/cf8c6e28-201c-4c8e-994f-8dcf98362e64___RS_Erly.B 7651.JPG,train,Tomato___Early_blight,Tizón temprano,12900,1232.0018556118011,89.12335205078125,46.50921630859375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_757b49d0-db8e-4352-820a-9f0bdb7d2657___RS_Erly.B 7748.JPG_8a52ee22-5d27-4ef3-b95b-ff27c61b5d2a.JPG,train,Tomato___Early_blight,Tizón temprano,18303,6292.630597151583,117.47123718261719,58.59962463378906
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/9302786b-4392-4e54-a7a1-c6c39043caaf___RS_Erly.B 8329.JPG,train,Tomato___Early_blight,Tizón temprano,17744,4721.938155591488,31.010009765625,72.72698974609375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/8c757ec5-a977-412f-bf8e-208fefc79063___RS_Erly.B 9504.JPG,train,Tomato___Early_blight,Tizón temprano,17062,4221.203615333885,46.56773376464844,59.55914306640625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/ba789eab-7c04-4012-b8fa-98106b20b50c___RS_Erly.B 7771.JPG,train,Tomato___Early_blight,Tizón temprano,17875,5584.167433228344,108.00364685058594,58.07911682128906
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_6f8ac19d-d97f-47ee-8ad4-bb53ab7984a0___RS_Erly.B 7786.JPG_d9593c24-e6a7-4c86-880e-1ce828465989.JPG,train,Tomato___Early_blight,Tizón temprano,20337,6852.016748033231,121.60563659667969,55.388427734375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/87b9735b-4018-4b28-b0b3-422a184a6716___RS_Erly.B 7509.JPG,train,Tomato___Early_blight,Tizón temprano,10414,497.2845611178782,89.45121765136719,79.66522216796875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/65590648-dcda-4455-b1ca-9311e4e6d0af___RS_Erly.B 7659.JPG,train,Tomato___Early_blight,Tizón temprano,13182,1513.000800400041,92.27932739257812,53.886016845703125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/8d70db5b-7916-4397-836d-6a73a2faaead___RS_Erly.B 6330.JPG,train,Tomato___Early_blight,Tizón temprano,10360,438.4796329603996,75.3758544921875,40.398162841796875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B 9585.JPG,train,Tomato___Early_blight,Tizón temprano,13121,1466.0182950922754,82.34828186035156,61.73487854003906
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/7828bbde-4f60-441e-be89-6cedd12f1c1c___RS_Erly.B 7830.JPG,train,Tomato___Early_blight,Tizón temprano,16946,4756.003888768842,100.34442138671875,64.07473754882812
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/a52492e3-7916-4a13-a175-6a6c0dd3440a___RS_Erly.B 7613.JPG,train,Tomato___Early_blight,Tizón temprano,14715,1519.6805409155786,110.41065979003906,36.2806396484375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/e5266d06-0ba7-49c6-9bc6-c8351b56fc88___RS_Erly.B 8294.JPG,train,Tomato___Early_blight,Tizón temprano,16454,3709.833004232496,39.94798278808594,84.20147705078125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/090af0e4-75f2-495a-8bca-a3370c6dd2a6___RS_Erly.B 9562.JPG,train,Tomato___Early_blight,Tizón temprano,13661,1942.4086424426641,94.33578491210938,49.42436218261719
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/28d03063-a772-4136-80fd-3bbff0fffa41___RS_Erly.B 7370.JPG,train,Tomato___Early_blight,Tizón temprano,14935,1559.7433773258235,104.86276245117188,59.563446044921875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/a67b9ba1-99ff-4826-8f7b-1b89ca61980e___RS_Erly.B 7597.JPG,train,Tomato___Early_blight,Tizón temprano,9311,678.106066133827,81.61807250976562,50.58741760253906
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/ba19f779-d0cf-4bc7-88df-96e6080fdc96___RS_Erly.B 7599.JPG,train,Tomato___Early_blight,Tizón temprano,13366,1308.1096050569322,56.81159973144531,33.46966552734375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_0c865fa4-b0bf-4e69-b39a-d97b068cef84___RS_Erly.B 7477.JPG_e736af3f-3f32-4eae-a39c-b06ffaa56aed.JPG,train,Tomato___Early_blight,Tizón temprano,14484,1963.5046142190695,54.11430358886719,57.972747802734375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/d5690b72-b319-457e-a837-0e38915aab55___RS_Erly.B 7347.JPG,train,Tomato___Early_blight,Tizón temprano,15945,2509.953887935728,103.43424987792969,55.006317138671875
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/e4739018-9e7b-4251-917f-c8502e8b5e86___RS_Erly.B 9443.JPG,train,Tomato___Early_blight,Tizón temprano,13368,1197.4695149352774,84.50090026855469,64.60118103027344
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/c2369b01-d04f-443c-b6ab-9e62e1480420___RS_Erly.B 8397.JPG,train,Tomato___Early_blight,Tizón temprano,19383,4787.737388329348,29.232925415039062,139.55575561523438
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/70ef2f0f-3070-443d-b94f-983b87b41791___RS_Erly.B 9385.JPG,train,Tomato___Early_blight,Tizón temprano,16391,5024.219056597911,57.370574951171875,57.938568115234375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/dda45973-b7a1-4080-93a2-bd7cd3e3026f___RS_Erly.B 8407.JPG,train,Tomato___Early_blight,Tizón temprano,17065,3972.203563410556,28.288238525390625,76.58505249023438
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/bb843f3f-a4cd-4a42-94ff-152199d78895___RS_Erly.B 7381.JPG,train,Tomato___Early_blight,Tizón temprano,16249,2275.905579518294,105.75315856933594,72.29603576660156
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/62b8d81a-906b-4885-8b2d-e317d7bdd705___RS_Erly.B 7832.JPG,train,Tomato___Early_blight,Tizón temprano,16524,4758.657497640699,102.59902954101562,63.7880859375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/6ceca8a9-a257-4238-a779-bdb0dccc528e___RS_Erly.B 7604.JPG,train,Tomato___Early_blight,Tizón temprano,13284,1286.2343323789537,79.43490600585938,67.36824035644531
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,train,Tomato___Early_blight,Tizón temprano,19651,7878.421376294456,113.06098937988281,49.17747497558594
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/d452210c-ee07-4a6e-a0e0-15676dafacb1___RS_Erly.B 7419.JPG,train,Tomato___Early_blight,Tizón temprano,14799,1985.42448987416,80.472412109375,99.65533447265625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/8f9b3d86-42dd-4932-b638-8376529afcaa___RS_Erly.B 9575.JPG,train,Tomato___Early_blight,Tizón temprano,14540,1828.5619159927592,73.14567565917969,73.63426208496094
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/ea08bf85-06df-41d8-8b09-29feb53cdccf___RS_Erly.B 7486.JPG,train,Tomato___Early_blight,Tizón temprano,13537,1574.78264246881,96.7021484375,46.13563537597656
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/113562f3-fe24-4b28-9ec8-7ca432bded47___RS_Erly.B 9402.JPG,train,Tomato___Early_blight,Tizón temprano,14184,2250.2351555228233,71.02642822265625,53.56329345703125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/5bbfc062-042e-4929-98ba-fd034a03092d___RS_Erly.B 7581.JPG,train,Tomato___Early_blight,Tizón temprano,12433,611.4272037611809,98.64677429199219,47.464599609375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/26e2e7aa-800c-421b-92e8-3e20c5f5757e___RS_Erly.B 7656.JPG,train,Tomato___Early_blight,Tizón temprano,12739,1126.2951387427747,71.92658996582031,74.85343933105469
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_6fbefe16-4635-4a03-b245-65594ded39cf___RS_Erly.B 7654.JPG_dc257786-3fee-4bdf-b032-5ff89735c361.JPG,train,Tomato___Early_blight,Tizón temprano,12599,892.7873623108026,68.73658752441406,64.86381530761719
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/cb0e04ea-9d44-4c3f-b528-d7aa32aa0b85___RS_Erly.B 7850.JPG,train,Tomato___Early_blight,Tizón temprano,19810,6799.851979836822,116.01661682128906,52.29449462890625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG_e9dbd545-7461-4741-a877-36ccc78b3cbd.JPG,train,Tomato___Early_blight,Tizón temprano,18839,6211.073375668377,35.65911865234375,66.5592041015625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/e3aef05b-9ed6-421c-a44d-82a996b3e3bb___RS_Erly.B 7803.JPG,train,Tomato___Early_blight,Tizón temprano,18436,6197.252603366738,103.14773559570312,60.064056396484375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/34044338-c693-4604-8764-35eaece11e56___RS_Erly.B 9483.JPG,train,Tomato___Early_blight,Tizón temprano,17490,5036.11340322718,39.11085510253906,36.45036315917969
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/c163bdbd-0c60-44da-be29-a1d0cad71b72___RS_Erly.B 8343.JPG,train,Tomato___Early_blight,Tizón temprano,16443,3029.063670633128,25.758377075195312,97.65347290039062
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/0e39c18a-9e04-4f6b-b557-dc0e944d22e5___RS_Erly.B 9501.JPG,train,Tomato___Early_blight,Tizón temprano,17288,4351.766454107827,25.416534423828125,52.13818359375
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/42c0d61f-b28e-43e9-9fa3-bb03c6ec086a___RS_Erly.B 9601.JPG,train,Tomato___Early_blight,Tizón temprano,13096,1124.010822057724,78.29864501953125,84.39071655273438
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/620df2cc-834d-48b9-b9a8-11da26395739___RS_Erly.B 9557.JPG,train,Tomato___Early_blight,Tizón temprano,13893,1135.4510184368119,76.63557434082031,67.25570678710938
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/Tomato___Early_blight_original_30f2c918-bb60-4d4f-b171-7fecdfac7cac___RS_Erly.B 9543.JPG_ec0632ec-5a7b-4951-acfd-3aea4f8b0eb9.JPG,train,Tomato___Early_blight,Tizón temprano,13022,1345.0472392083611,87.09487915039062,56.070220947265625
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/f62e84ae-2bd4-4b15-918a-639c0470c25d___RS_Erly.B 7761.JPG,train,Tomato___Early_blight,Tizón temprano,17535,6376.213997469982,111.388916015625,64.33872985839844
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/484250ea-cc2c-4614-bee8-7f24007e00ac___RS_Erly.B 9463.JPG,train,Tomato___Early_blight,Tizón temprano,14462,2201.4462773418054,70.64691162109375,61.437530517578125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/829d0a5e-326c-4ae6-a3c6-c65297cb5d2f___RS_Erly.B 8338.JPG,train,Tomato___Early_blight,Tizón temprano,17703,3477.1406623935327,28.450531005859375,127.47877502441406
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/bde8917a-9b0c-4a7b-8ff1-26f31609d6d7___RS_Erly.B 7750.JPG,train,Tomato___Early_blight,Tizón temprano,20996,8359.71797013632,128.84152221679688,51.083038330078125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/c29f66a1-5df9-4bd7-a6cd-89a0d4a4cba5___RS_Erly.B 9608.JPG,train,Tomato___Early_blight,Tizón temprano,13827,1914.3990618006792,81.71240234375,67.79151916503906
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/bec8a4aa-dd9c-44db-815a-c760d49a8868___RS_Erly.B 7680.JPG,train,Tomato___Early_blight,Tizón temprano,15785,5602.332853222033,109.267578125,62.27281188964844
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/ef1bea6d-41dd-4f88-9a5e-854abf1a5101___RS_Erly.B 9539.JPG,train,Tomato___Early_blight,Tizón temprano,14596,1605.395238818368,79.89987182617188,54.708251953125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/cdb26b0e-04b6-4ccf-855c-d85a106c1f95___RS_Erly.B 8387.JPG,train,Tomato___Early_blight,Tizón temprano,20224,7351.806614782661,39.07606506347656,78.66322326660156
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/40e8b878-dc2f-4cbd-ac31-c07f372bb0fa___RS_Erly.B 7369.JPG,train,Tomato___Early_blight,Tizón temprano,15239,1901.9020992731676,98.0811767578125,66.98490905761719
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/bbd73cdc-a2e5-4740-9a66-7e59d0416f25___RS_Erly.B 7502.JPG,train,Tomato___Early_blight,Tizón temprano,12144,818.3719049757347,92.74017333984375,48.275665283203125
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/1c29bc72-967e-46df-844b-467c95b298a3___RS_Erly.B 9549.JPG,train,Tomato___Early_blight,Tizón temprano,12588,1049.628864919534,89.1239013671875,55.52656555175781
/home/claude/tomate_raw/inner/Dataset/train/Tomato___Early_blight/b4d37218-1f10-4232-8eeb-dd4106f0f1af___RS_Erly.B 7702.JPG,train,Tomato___Early_blight,Tizón temprano,19719,7164.412909325212,110.72450256347656,59.07142639160156
